,ID,Name,Cuisines,Address,City,Rating,Rating_text,Votes,Price Range,Latitude,Longitude,Online Delivery,Table Booking,Average Cost for Two,Photo_urls,Url
10,18273624,Cafeteria & Co.,"Continental, Mexican","G 14, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,4.6,Excellent,1136,2,28.6944707000,77.2043384000,No,No,900,https://www.zomato.com/ncr/cafeteria-co-vijay-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/cafeteria-co-vijay-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
11,308022,Farzi Cafe,Modern Indian,"7-8, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,4.3,Very Good,4385,4,28.4952079000,77.0886879000,No,No,2200,https://www.zomato.com/ncr/farzi-cafe-dlf-cyber-city-gurgaon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/farzi-cafe-dlf-cyber-city-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
12,18157413,Molecule Air Bar,"Continental, North Indian, Italian, Chinese","4th Floor, SCO 53, Main Market, Sector 29, Gurgaon",Gurgaon,4.2,Very Good,1809,3,28.4679344000,77.0642265000,No,Yes,1500,https://www.zomato.com/ncr/molecule-air-bar-sector-29-gurgaon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/molecule-air-bar-sector-29-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
13,18279449,HotMess,"North Indian, Mediterranean, Asian, Fast Food","M-11, Middle Circle, Connaught Place, New Delhi",New Delhi,4.3,Very Good,1129,3,28.6326547000,77.2222380000,Yes,Yes,1900,https://www.zomato.com/ncr/hotmess-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/hotmess-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
14,311057,My Bar Headquarters,"North Indian, Mughlai, Chinese","N-49, 2nd Floor, Connaught Place, New Delhi",New Delhi,3.7,Good,3010,3,28.6307210000,77.2198128000,No,No,1000,https://www.zomato.com/ncr/my-bar-headquarters-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/my-bar-headquarters-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
15,18235515,FLYP@MTV,"North Indian, Mexican, Italian, Continental","N/57 & N/60, 1st Floor, Outer Circle, Connaught Place, New Delhi",New Delhi,3.9,Good,1379,3,28.6303331283,77.2207207605,No,Yes,1200,https://www.zomato.com/ncr/flypmtv-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/flypmtv-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
16,18238278,Tamasha,"Finger Food, North Indian, Continental, Italian","28, Kasturba Gandhi Marg, Connaught Place, New Delhi",New Delhi,3.7,Good,1801,3,28.6296060000,77.2217440000,No,Yes,1600,https://www.zomato.com/ncr/tamasha-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/tamasha-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
17,17977777,The Barbeque Company,"North Indian, Chinese, Continental","HL 1-2, L Block, Jail Road, New Delhi",New Delhi,4.2,Very Good,621,3,28.6255344000,77.1014229000,No,No,1200,https://www.zomato.com/ncr/the-barbeque-company-jail-road-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/the-barbeque-company-jail-road-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18,900,Saravana Bhavan,South Indian,"P-13, Connaught Circus, Connaught Place, New Delhi",New Delhi,4.3,Very Good,5172,2,28.6323578000,77.2163096000,Yes,No,500,https://www.zomato.com/ncr/saravana-bhavan-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/ncr/saravana-bhavan-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
19,18246991,Odeon Social,"Continental, American, Asian, North Indian","1st Floor, 23, Odeon Building, Radial 5, D Block, Connaught Place, New Delhi",New Delhi,4.1,Very Good,1959,3,28.6342487678,77.2209088504,No,Yes,1600,https://www.zomato.com/OdeonSocial/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/OdeonSocial?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
20,18017612,Spice Kraft,"Continental, Middle Eastern, Asian","54/1/2A, Hazra Road, Ballygunge Phari, Near Hazra Law College, Ballygunge, Kolkata",Kolkata,4.8,Excellent,1424,3,22.5264613000,88.3644527000,No,No,1200,https://www.zomato.com/kolkata/spice-kraft-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/spice-kraft-ballygunge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
21,18249144,Hoppipola,"Italian, Mexican, American, Mediterranean","4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata",Kolkata,4.2,Very Good,1103,3,22.5145853388,88.3933101967,Yes,No,1200,https://www.zomato.com/kolkata/hoppipola-kasba/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/hoppipola-kasba?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
22,25570,Barbeque Nation,"North Indian, Chinese","24, 1st Floor, Park Center Building, Park Street Area, Kolkata",Kolkata,4.9,Excellent,1753,3,22.5510837417,88.3541271463,No,No,1600,https://www.zomato.com/kolkata/barbeque-nation-park-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/barbeque-nation-park-street-area?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
23,20404,Peter Cat,"Continental, North Indian","18A, Park Street, Park Street Area, Kolkata",Kolkata,4.3,Very Good,7574,3,22.5526719000,88.3528850000,Yes,No,1000,https://www.zomato.com/kolkata/peter-cat-park-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/peter-cat-park-street-area?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
24,20842,Barbeque Nation,"North Indian, Chinese","K1, RDB Boulevard, Block EP & GP, Sector 5, Salt Lake",Kolkata,4.9,Excellent,5966,3,22.5693584266,88.4334521368,No,No,1600,https://www.zomato.com/kolkata/barbeque-nation-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/barbeque-nation-sector-5-salt-lake?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
25,18017615,What's Up,"Cafe, Chinese, Continental","122A, Southern Avenue, Kolkata",Kolkata,4.0,Very Good,1126,3,22.5141185869,88.3625043556,No,Yes,1000,https://www.zomato.com/kolkata/whats-up-southern-avenue/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/whats-up-southern-avenue?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
26,20002,6 Ballygunge Place,Bengali,"6, Ballygunge Place, Ballygunge, Kolkata",Kolkata,4.4,Very Good,1778,3,22.5278931461,88.3686281741,Yes,Yes,1000,https://www.zomato.com/kolkata/6-ballygunge-place-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/6-ballygunge-place-ballygunge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
27,25587,TGI Friday's,"Tex-Mex, American","Forum Mall, 10/3, Elgin Road, Elgin, Kolkata",Kolkata,4.0,Very Good,911,3,22.5379599453,88.3498426527,Yes,Yes,1800,https://www.zomato.com/kolkata/tgi-fridays-elgin/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/tgi-fridays-elgin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
28,24286,The Irish House,"European, American","5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",Kolkata,4.4,Very Good,2224,3,22.5391289434,88.3655070886,No,No,1900,https://www.zomato.com/kolkata/the-irish-house-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/the-irish-house-ballygunge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
29,18217475,Asia Kitchen by Mainland China,"Asian, Chinese","4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata",Kolkata,4.6,Excellent,945,3,22.5146875471,88.3932937682,Yes,No,1400,https://www.zomato.com/kolkata/asia-kitchen-by-mainland-china-kasba/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/asia-kitchen-by-mainland-china-kasba?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
30,20747,India Restaurant,"Biryani, North Indian, Chinese, Mughlai","Ground Floor, 1st Floor, 2nd Floor, 34, Karl Marx Sarani, Kidderpore, Kolkata",Kolkata,4.6,Excellent,1219,2,22.5389989000,88.3223365000,Yes,Yes,800,https://www.zomato.com/kolkata/india-restaurant-kidderpore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/india-restaurant-kidderpore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
31,18377112,Nawwarah,"Chinese, Cafe, North Indian, Desserts","48A, Syed Amir Ali Avenue, Ballygunge, Kolkata",Kolkata,3.9,Good,326,3,22.5387310000,88.3648780000,No,No,1000,https://www.zomato.com/kolkata/nawwarah-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/nawwarah-ballygunge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
32,24530,Santa's Fantasea,"Seafood, Chinese","9, Ballygunge Terrace, Near Anjali Jewellers, Golpark, Kolkata",Kolkata,4.2,Very Good,2584,2,22.5150818224,88.3678302169,No,No,800,https://www.zomato.com/kolkata/santas-fantasea-golpark/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/santas-fantasea-golpark?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
33,18343731,Mumbai Local,"North Indian, Chinese, Street Food","19, Ballygunge Park Road, Near Quest Mall, Ballygunge, Kolkata",Kolkata,4.2,Very Good,704,3,22.5336623000,88.3662166000,No,Yes,1200,https://www.zomato.com/kolkata/mumbai-local-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/mumbai-local-ballygunge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
34,24452,Sigree Global Grill,North Indian,"1st Floor, Silver Spring Arcade, EM Bypass, Science City Area, Kolkata",Kolkata,4.1,Very Good,1616,3,22.5490998000,88.4004673000,No,Yes,1600,https://www.zomato.com/kolkata/sigree-global-grill-science-city-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/sigree-global-grill-science-city-area?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
35,20870,BarBQ,"Chinese, North Indian","43-47-55, Park Street Area, Kolkata",Kolkata,4.2,Very Good,5288,2,22.5529963761,88.3523102850,Yes,No,900,https://www.zomato.com/kolkata/barbq-park-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/barbq-park-street-area?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
36,20350,Mocambo,"Continental, Italian, North Indian","25B Park Street, Park Street Area, Kolkata",Kolkata,3.5,Good,4464,3,22.5532273000,88.3532734000,Yes,No,1050,https://www.zomato.com/kolkata/mocambo-park-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/mocambo-park-street-area?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
37,25664,Gabbar's Bar & Kitchen,"North Indian, Chinese, Mexican, Italian","11/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata",Kolkata,4.4,Very Good,1484,3,22.5471855000,88.3506798000,No,Yes,1400,https://www.zomato.com/kolkata/gabbars-bar-kitchen-camac-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/gabbars-bar-kitchen-camac-street-area?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
38,18259462,Ocean Grill,"Continental, Seafood, North Indian, Asian","1st Floor, Infinity Benchmark, Near RDB Cinemas, Block GP, Sector 5, Salt Lake",Kolkata,3.6,Good,1040,3,22.5693667858,88.4331869334,No,Yes,1500,https://www.zomato.com/kolkata/ocean-grill-1-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/ocean-grill-1-sector-5-salt-lake?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
39,21220,Flame & Grill,"North Indian, Continental","4th Floor, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata",Kolkata,3.9,Good,1064,3,22.5778208000,88.4005810000,No,Yes,1500,https://www.zomato.com/kolkata/flame-grill-kankurgachi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/flame-grill-kankurgachi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
40,18313566,Farzi Cafe,Modern Indian,"Kamala Mills, Near Radio Mirchi Office, Lower Parel, Mumbai",Mumbai,4.3,Very Good,1240,3,19.0035171959,72.8276499733,No,No,1500,https://www.zomato.com/mumbai/farzi-cafe-lower-parel/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/farzi-cafe-lower-parel?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
41,18075122,The Fusion Kitchen,"North Indian, Italian, Chinese, Mexican","Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony, Borivali West, Mumbai",Mumbai,4.7,Excellent,2083,3,19.2545670000,72.8489230000,Yes,Yes,1000,https://www.zomato.com/mumbai/the-fusion-kitchen-borivali-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/the-fusion-kitchen-borivali-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
42,18237753,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea","31, Opposite Globus, Hill Road, Bandra West",Mumbai,4.1,Very Good,2040,3,19.0558306414,72.8339840099,Yes,Yes,1000,https://www.zomato.com/mumbai/tea-villa-cafe-hill-road-bandra-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/tea-villa-cafe-hill-road-bandra-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
43,18463285,Mumbai Vibe,"Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food","Ganga Jamuna Block, 14th Road, Linking Road, Bandra West",Mumbai,3.8,Good,146,3,19.0658375116,72.8326579928,No,Yes,1000,https://www.zomato.com/mumbai/mumbai-vibe-linking-road-bandra-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/mumbai-vibe-linking-road-bandra-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
44,18435740,38 Degree East,"North Indian, Chinese, Thai","Panchkutir, Pawarwardi, Adhishankracharya Marg, Opposite Powai Lake, JVLR,Powai, Mumbai",Mumbai,3.8,Good,181,3,19.1219986598,72.9084926386,No,Yes,1000,https://www.zomato.com/mumbai/38-degree-east-powai/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/38-degree-east-powai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
45,17806994,Mirchi And Mime,"North Indian, South Indian, Mughlai","Transocean House, Lake Boulevard, Hiranandani Business Park, Powai, Mumbai",Mumbai,4.9,Excellent,3244,3,19.1200826821,72.9073853418,No,No,1500,https://www.zomato.com/mumbai/mirchi-and-mime-powai/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/mirchi-and-mime-powai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
46,18318116,R' ADDA,"Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food","Ramee Guestline Hotel, 462, A B Nair Road, Juhu, Mumbai",Mumbai,4.0,Very Good,536,3,19.1093000000,72.8254510000,No,No,1200,https://www.zomato.com/mumbai/r-adda-juhu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/r-adda-juhu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
47,18458563,The American Joint,"Healthy Food, American, Burger, Salad","The Ahcl Homes Tower, Chikuwadi New Link Road, Borivali West, Mumbai",Mumbai,3.4,Average,170,2,19.2238399000,72.8413473000,No,Yes,850,https://www.zomato.com/mumbai/the-american-joint-borivali-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/the-american-joint-borivali-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
48,18388642,Grandmama's Cafe,"Continental, Italian","Hotel Royal Garden, Ground Floor, Juhu Tara Road, Juhu, Mumbai",Mumbai,3.8,Good,617,3,19.0914575172,72.8278075531,No,No,1100,https://www.zomato.com/mumbai/grandmamas-cafe-juhu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/grandmamas-cafe-juhu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
49,49003,SpiceKlub,North Indian,"8A, Janta Industrial Estate, Opposite Phoenix Mills, Senapati Bapat Road, Lower Parel, Mumbai",Mumbai,4.2,Very Good,3370,3,18.9942366712,72.8255528212,Yes,No,1500,https://www.zomato.com/mumbai/spiceklub-lower-parel/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/spiceklub-lower-parel?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
50,18408295,Stacks And Racks,"American, Burger, Fast Food","Shop 1, Ganga Nivas, Opposite Toyota Showroom, Link Road, Malad West, Mumbai",Mumbai,4.6,Excellent,413,2,19.1812996465,72.8361914909,No,No,500,https://www.zomato.com/mumbai/stacks-and-racks-malad-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/stacks-and-racks-malad-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
51,18270976,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea","28, Aaram Nagar 1, Opposite Dariya Mahal, Versova, Andheri West",Mumbai,4.1,Very Good,1295,3,19.1311405000,72.8130738000,Yes,Yes,1000,https://www.zomato.com/mumbai/tea-villa-cafe-versova/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/tea-villa-cafe-versova?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
52,18447068,Cafe Hydro,Asian,"Esspee Tower, Rajendra Nagar, Dattapada Road, Borivali East, Mumbai",Mumbai,4.0,Very Good,156,3,19.2213148836,72.8623812273,No,No,1000,https://www.zomato.com/mumbai/cafe-hydro-borivali-east/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/cafe-hydro-borivali-east?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
53,18441580,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea","Shop 1& 2, Y-Building, Flower Valley, Opposite Viviana Mall,Eastern Express Highway, Majiwada, Thane West",Mumbai,3.9,Good,317,3,19.2072224119,72.9722810537,No,Yes,1000,https://www.zomato.com/mumbai/tea-villa-cafe-majiwada-thane-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/tea-villa-cafe-majiwada-thane-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
54,34757,Joey's Pizza,Pizza,"Shop 1, Plot D, Samruddhi Complex, Chincholi Bunder Road, Mindspace, Malad West, Mumbai",Mumbai,4.5,Excellent,2662,2,19.1783210000,72.8347150000,Yes,No,800,https://www.zomato.com/mumbai/joeys-pizza-malad-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/joeys-pizza-malad-west?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
55,35217,Joey's Pizza,Pizza,"6 & 7, Upvan Building, Near Indian Oil Colony, DN Nagar, Azad Nagar, Mumbai",Mumbai,4.0,Very Good,5145,2,19.1266300000,72.8299760000,No,No,800,https://www.zomato.com/mumbai/joeys-pizza-azad-nagar/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/joeys-pizza-azad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
56,16527711,The Rolling Pin,"Bakery, Desserts, Cafe","12, Janta Industrial Estate, Senapat Bapat Road, Lower Parel, Mumbai",Mumbai,3.9,Good,2076,2,18.9940489948,72.8252027929,Yes,No,700,https://www.zomato.com/mumbai/the-rolling-pin-lower-parel/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/the-rolling-pin-lower-parel?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
